,statement,label
7510,"Who are the authors of ""Electrostatic corrections to the Mikheyev-Smirnov-Wolfenstein potential of a neutrino in the sun""?
These people are not authors: Nathan F. Lepora and Anne-Christine Davis",1
7511,"Who are the authors of ""Electrostatic corrections to the Mikheyev-Smirnov-Wolfenstein potential of a neutrino in the sun""?
These people are authors: Nathan F. Lepora and Anne-Christine Davis",0
7512,"Who are the authors of ""Updated Collider Bounds on the Parameters of Dynamical Torsion""?
These people are authors: Uma Mahanta and Sreerup Raychaudhuri",1
7513,"Who are the authors of ""Updated Collider Bounds on the Parameters of Dynamical Torsion""?
These people are not authors: Uma Mahanta and Sreerup Raychaudhuri",0
7514,"Who are the authors of ""Updated Collider Bounds on the Parameters of Dynamical Torsion""?
These people are not authors: Kurt Langfeld",1
7515,"Who are the authors of ""Updated Collider Bounds on the Parameters of Dynamical Torsion""?
These people are authors: Kurt Langfeld",0
7516,"Who are the authors of ""On Extended Electroweak Symmetries""?
These people are authors: Otto C.W. Kong (Nat'l Central U., Taiwan)",1
7517,"Who are the authors of ""On Extended Electroweak Symmetries""?
These people are not authors: Otto C.W. Kong (Nat'l Central U., Taiwan)",0
7518,"Who are the authors of ""On Extended Electroweak Symmetries""?
These people are not authors: E.A. Kuraev (Dubna, JINR)",1
7519,"Who are the authors of ""On Extended Electroweak Symmetries""?
These people are authors: E.A. Kuraev (Dubna, JINR)",0
7520,"Who are the authors of ""The pomeron conjecture and two gluon glueballs""?
These people are authors: P. Bicudo",1
7521,"Who are the authors of ""The pomeron conjecture and two gluon glueballs""?
These people are not authors: P. Bicudo",0
7522,"Who are the authors of ""The pomeron conjecture and two gluon glueballs""?
These people are not authors: C. Balazs and C.-P. Yuan",1
7523,"Who are the authors of ""The pomeron conjecture and two gluon glueballs""?
These people are authors: C. Balazs and C.-P. Yuan",0
7524,"Who are the authors of ""On the NuTeV anomaly and the asymmetry of the strange sea in the nucleon""?
These people are authors: M. Wakamatsu",1
7525,"Who are the authors of ""On the NuTeV anomaly and the asymmetry of the strange sea in the nucleon""?
These people are not authors: M. Wakamatsu",0
7526,"Who are the authors of ""On the NuTeV anomaly and the asymmetry of the strange sea in the nucleon""?
These people are not authors: Zvi Bern (UCLA), Lance Dixon (SLAC), David C. Dunbar (Swansea), David A. Kosower (Saclay)",1
7527,"Who are the authors of ""On the NuTeV anomaly and the asymmetry of the strange sea in the nucleon""?
These people are authors: Zvi Bern (UCLA), Lance Dixon (SLAC), David C. Dunbar (Swansea), David A. Kosower (Saclay)",0
7528,"Who are the authors of ""Combined potential of future long-baseline and reactor experiments""?
These people are authors: P. Huber, M. Lindner, M. Rolinec, T. Schwetz, W. Winter",1
7529,"Who are the authors of ""Combined potential of future long-baseline and reactor experiments""?
These people are not authors: P. Huber, M. Lindner, M. Rolinec, T. Schwetz, W. Winter",0
7530,"Who are the authors of ""Combined potential of future long-baseline and reactor experiments""?
These people are not authors: Alexander Kusenko (CERN) and Gino Segre (University of Pennsylvania)",1
7531,"Who are the authors of ""Combined potential of future long-baseline and reactor experiments""?
These people are authors: Alexander Kusenko (CERN) and Gino Segre (University of Pennsylvania)",0
7532,"Who are the authors of ""The Standard Model of Electroweak Interactions""?
These people are authors: A. Pich",1
7533,"Who are the authors of ""The Standard Model of Electroweak Interactions""?
These people are not authors: A. Pich",0
7534,"Who are the authors of ""The Standard Model of Electroweak Interactions""?
These people are not authors: T. Asaka, J. Hashiba, M. Kawasaki and T. Yanagida",1
7535,"Who are the authors of ""The Standard Model of Electroweak Interactions""?
These people are authors: T. Asaka, J. Hashiba, M. Kawasaki and T. Yanagida",0
7536,"Who are the authors of ""Relic density of dark matter in the NMSSM""?
These people are authors: G.Belanger, F.Boudjema, C.Hugonie, A.Pukhov, A.Semenov",1
7537,"Who are the authors of ""Relic density of dark matter in the NMSSM""?
These people are not authors: G.Belanger, F.Boudjema, C.Hugonie, A.Pukhov, A.Semenov",0
7538,"Who are the authors of ""Relic density of dark matter in the NMSSM""?
These people are not authors: Lionel E. Gordon, Mehrdad Goshtasbpour and Gordon P. Ramsey",1
7539,"Who are the authors of ""Relic density of dark matter in the NMSSM""?
These people are authors: Lionel E. Gordon, Mehrdad Goshtasbpour and Gordon P. Ramsey",0
7540,"Who are the authors of ""Parton Distributions""?
These people are authors: Jon Pumplin",1
7541,"Who are the authors of ""Parton Distributions""?
These people are not authors: Jon Pumplin",0
7542,"Who are the authors of ""Parton Distributions""?
These people are not authors: Finn Ravndal",1
7543,"Who are the authors of ""Parton Distributions""?
These people are authors: Finn Ravndal",0
7544,"Who are the authors of ""A parameterisation of single and multiple muons in the deep water or ice""?
These people are authors: Y. Becherini, A. Margiotta, M. Sioli and M. Spurio",1
7545,"Who are the authors of ""A parameterisation of single and multiple muons in the deep water or ice""?
These people are not authors: Y. Becherini, A. Margiotta, M. Sioli and M. Spurio",0
7546,"Who are the authors of ""A parameterisation of single and multiple muons in the deep water or ice""?
These people are not authors: M. Bertini, M. Genovese, N.N. Nikolaev, B.G. Zakharov",1
7547,"Who are the authors of ""A parameterisation of single and multiple muons in the deep water or ice""?
These people are authors: M. Bertini, M. Genovese, N.N. Nikolaev, B.G. Zakharov",0
7548,"Who are the authors of ""High-Order Corrections to the Lipatov Asymptotics in the \phi^4 Theory""?
These people are authors: D.A.Lobaskin, I.M.Suslov",1
7549,"Who are the authors of ""High-Order Corrections to the Lipatov Asymptotics in the \phi^4 Theory""?
These people are not authors: D.A.Lobaskin, I.M.Suslov",0
7550,"Who are the authors of ""High-Order Corrections to the Lipatov Asymptotics in the \phi^4 Theory""?
These people are not authors: Jia-Sheng Xu (Peking University), Hong-An Peng (CCAST and Peking University)",1
7551,"Who are the authors of ""High-Order Corrections to the Lipatov Asymptotics in the \phi^4 Theory""?
These people are authors: Jia-Sheng Xu (Peking University), Hong-An Peng (CCAST and Peking University)",0
7552,"Who are the authors of ""Testing Supersymmetry with Lepton Flavor Violating tau and mu decays""?
These people are authors: E. Arganda, M.J. Herrero",1
7553,"Who are the authors of ""Testing Supersymmetry with Lepton Flavor Violating tau and mu decays""?
These people are not authors: E. Arganda, M.J. Herrero",0
7554,"Who are the authors of ""Testing Supersymmetry with Lepton Flavor Violating tau and mu decays""?
These people are not authors: D. Ghilencea, G.G. Ross (Oxford)",1
7555,"Who are the authors of ""Testing Supersymmetry with Lepton Flavor Violating tau and mu decays""?
These people are authors: D. Ghilencea, G.G. Ross (Oxford)",0
7556,"Who are the authors of ""Rare semileptonic meson decays in R-parity violating MSSM""?
These people are authors: A. Ali, A.V. Borisov, M.V. Sidorova",1
7557,"Who are the authors of ""Rare semileptonic meson decays in R-parity violating MSSM""?
These people are not authors: A. Ali, A.V. Borisov, M.V. Sidorova",0
7558,"Who are the authors of ""Rare semileptonic meson decays in R-parity violating MSSM""?
These people are not authors: J. Pantaleone",1
7559,"Who are the authors of ""Rare semileptonic meson decays in R-parity violating MSSM""?
These people are authors: J. Pantaleone",0
7560,"Who are the authors of ""Pomeron dominance in deeply virtual Compton scattering and the femto holographic image of the proton""?
These people are authors: Dieter M\""uller",1
7561,"Who are the authors of ""Pomeron dominance in deeply virtual Compton scattering and the femto holographic image of the proton""?
These people are not authors: Dieter M\""uller",0
7562,"Who are the authors of ""Pomeron dominance in deeply virtual Compton scattering and the femto holographic image of the proton""?
These people are not authors: Ernest Ma, Martti Raidal, Utpal Sarkar",1
7563,"Who are the authors of ""Pomeron dominance in deeply virtual Compton scattering and the femto holographic image of the proton""?
These people are authors: Ernest Ma, Martti Raidal, Utpal Sarkar",0
7564,"Who are the authors of ""Right-Handed Sneutrino Condensate Cold Dark Matter and the Baryon-to-Dark Matter Ratio""?
These people are authors: John McDonald",1
7565,"Who are the authors of ""Right-Handed Sneutrino Condensate Cold Dark Matter and the Baryon-to-Dark Matter Ratio""?
These people are not authors: John McDonald",0
7566,"Who are the authors of ""Right-Handed Sneutrino Condensate Cold Dark Matter and the Baryon-to-Dark Matter Ratio""?
These people are not authors: Gregory P. Korchemsky, Dan Pirjol and Tung-Mow Yan",1
7567,"Who are the authors of ""Right-Handed Sneutrino Condensate Cold Dark Matter and the Baryon-to-Dark Matter Ratio""?
These people are authors: Gregory P. Korchemsky, Dan Pirjol and Tung-Mow Yan",0
7568,"Who are the authors of ""Nucleon Form Factors in a Relativistic Quark Model""?
These people are authors: Felix Schlumpf",1
7569,"Who are the authors of ""Nucleon Form Factors in a Relativistic Quark Model""?
These people are not authors: Felix Schlumpf",0
7570,"Who are the authors of ""Nucleon Form Factors in a Relativistic Quark Model""?
These people are not authors: Kaushik Bhattacharya and Palash B. Pal",1
7571,"Who are the authors of ""Nucleon Form Factors in a Relativistic Quark Model""?
These people are authors: Kaushik Bhattacharya and Palash B. Pal",0
7572,"Who are the authors of ""Discovering Supersymmetry with Electron and Photon Beams""?
These people are authors: Frank Cuypers, Geert Jan van Oldenborgh, Reinhold R\""uckl",1
7573,"Who are the authors of ""Discovering Supersymmetry with Electron and Photon Beams""?
These people are not authors: Frank Cuypers, Geert Jan van Oldenborgh, Reinhold R\""uckl",0
7574,"Who are the authors of ""Discovering Supersymmetry with Electron and Photon Beams""?
These people are not authors: David J. Gross, Nikita A. Nekrasov",1
7575,"Who are the authors of ""Discovering Supersymmetry with Electron and Photon Beams""?
These people are authors: David J. Gross, Nikita A. Nekrasov",0
7576,"Who are the authors of ""Large relativistic corrections to the positronium decay rate""?
These people are authors: I.B. Khriplovich and A.I. Milstein",1
7577,"Who are the authors of ""Large relativistic corrections to the positronium decay rate""?
These people are not authors: I.B. Khriplovich and A.I. Milstein",0
7578,"Who are the authors of ""Large relativistic corrections to the positronium decay rate""?
These people are not authors: G.Sardanashvily",1
7579,"Who are the authors of ""Large relativistic corrections to the positronium decay rate""?
These people are authors: G.Sardanashvily",0
7580,"Who are the authors of ""Comments on the Standard Model of Electroweak Interactions""?
These people are authors: B. Machet",1
7581,"Who are the authors of ""Comments on the Standard Model of Electroweak Interactions""?
These people are not authors: B. Machet",0
7582,"Who are the authors of ""Comments on the Standard Model of Electroweak Interactions""?
These people are not authors: Konstadinos Sfetsos",1
7583,"Who are the authors of ""Comments on the Standard Model of Electroweak Interactions""?
These people are authors: Konstadinos Sfetsos",0
7584,"Who are the authors of ""New probes of anomalous $WW\gamma$ couplings at future $e^+e^-$ linacs""?
These people are authors: K.J. Abraham, J. Kalinowski and P. Sciepko",1
7585,"Who are the authors of ""New probes of anomalous $WW\gamma$ couplings at future $e^+e^-$ linacs""?
These people are not authors: K.J. Abraham, J. Kalinowski and P. Sciepko",0
7586,"Who are the authors of ""New probes of anomalous $WW\gamma$ couplings at future $e^+e^-$ linacs""?
These people are not authors: Valentina Riva",1
7587,"Who are the authors of ""New probes of anomalous $WW\gamma$ couplings at future $e^+e^-$ linacs""?
These people are authors: Valentina Riva",0
7588,"Who are the authors of ""Supersymmetry at LEPII, the Tevatron, and Future Accelerators""?
These people are authors: J.F. Gunion",1
7589,"Who are the authors of ""Supersymmetry at LEPII, the Tevatron, and Future Accelerators""?
These people are not authors: J.F. Gunion",0
7590,"Who are the authors of ""Supersymmetry at LEPII, the Tevatron, and Future Accelerators""?
These people are not authors: Nick E. Mavromatos (King's Coll. London)",1
7591,"Who are the authors of ""Supersymmetry at LEPII, the Tevatron, and Future Accelerators""?
These people are authors: Nick E. Mavromatos (King's Coll. London)",0
7592,"Who are the authors of ""Experimental consequences of no-scale supergravity in light of the CDF $ee\gamma\gamma$ event""?
These people are authors: J. Lopez and D. Nanopoulos",1
7593,"Who are the authors of ""Experimental consequences of no-scale supergravity in light of the CDF $ee\gamma\gamma$ event""?
These people are not authors: J. Lopez and D. Nanopoulos",0
7594,"Who are the authors of ""Experimental consequences of no-scale supergravity in light of the CDF $ee\gamma\gamma$ event""?
These people are not authors: Mariana Gra\~na (UC, Santa Barbara)",1
7595,"Who are the authors of ""Experimental consequences of no-scale supergravity in light of the CDF $ee\gamma\gamma$ event""?
These people are authors: Mariana Gra\~na (UC, Santa Barbara)",0
7596,"Who are the authors of ""Confinement, Spin, and QCD""?
These people are authors: M. G. Olsson",1
7597,"Who are the authors of ""Confinement, Spin, and QCD""?
These people are not authors: M. G. Olsson",0
7598,"Who are the authors of ""Confinement, Spin, and QCD""?
These people are not authors: Chan Yong Park",1
7599,"Who are the authors of ""Confinement, Spin, and QCD""?
These people are authors: Chan Yong Park",0
7600,"Who are the authors of ""A new type of spontaneous CP breaking""?
These people are authors: L. Lavoura",1
7601,"Who are the authors of ""A new type of spontaneous CP breaking""?
These people are not authors: L. Lavoura",0
7602,"Who are the authors of ""A new type of spontaneous CP breaking""?
These people are not authors: Decio Levi, Piergiulio Tempesta, and Pavel Winternitz",1
7603,"Who are the authors of ""A new type of spontaneous CP breaking""?
These people are authors: Decio Levi, Piergiulio Tempesta, and Pavel Winternitz",0
7604,"Who are the authors of ""Multi-Boson Correlations Using Wave-Packets""?
These people are authors: J. Zimanyi (KFKI RMKI) and T. Csorgo (Columbia and KFKI RMKI)",1
7605,"Who are the authors of ""Multi-Boson Correlations Using Wave-Packets""?
These people are not authors: J. Zimanyi (KFKI RMKI) and T. Csorgo (Columbia and KFKI RMKI)",0
7606,"Who are the authors of ""Multi-Boson Correlations Using Wave-Packets""?
These people are not authors: Takashi Suzuki",1
7607,"Who are the authors of ""Multi-Boson Correlations Using Wave-Packets""?
These people are authors: Takashi Suzuki",0
7608,"Who are the authors of ""TeV and Superheavy Mass-Scale Particles from Supersymmetric Topological Defects, the Extragalactic Gamma-ray Background, and the Highest Energy Cosmic Rays""?
These people are authors: P. Bhattacharjee(1,2), Qaisar Shafi(3), and F.W. Stecker(1) ((1)NASA/GSFC, (2)Indian Inst. of Astrophys., Bangalore, (3)Bartol Inst., Delaware)",1
7609,"Who are the authors of ""TeV and Superheavy Mass-Scale Particles from Supersymmetric Topological Defects, the Extragalactic Gamma-ray Background, and the Highest Energy Cosmic Rays""?
These people are not authors: P. Bhattacharjee(1,2), Qaisar Shafi(3), and F.W. Stecker(1) ((1)NASA/GSFC, (2)Indian Inst. of Astrophys., Bangalore, (3)Bartol Inst., Delaware)",0
7610,"Who are the authors of ""TeV and Superheavy Mass-Scale Particles from Supersymmetric Topological Defects, the Extragalactic Gamma-ray Background, and the Highest Energy Cosmic Rays""?
These people are not authors: Clifford V. Johnson, Harald G. Svendsen",1
7611,"Who are the authors of ""TeV and Superheavy Mass-Scale Particles from Supersymmetric Topological Defects, the Extragalactic Gamma-ray Background, and the Highest Energy Cosmic Rays""?
These people are authors: Clifford V. Johnson, Harald G. Svendsen",0
7612,"Who are the authors of ""On the charm-squark interpretation of the HERA events""?
These people are authors: Anjan S. Joshipura, V. Ravindran and Sudhir K.Vempati",1
7613,"Who are the authors of ""On the charm-squark interpretation of the HERA events""?
These people are not authors: Anjan S. Joshipura, V. Ravindran and Sudhir K.Vempati",0
7614,"Who are the authors of ""On the charm-squark interpretation of the HERA events""?
These people are not authors: Kari Enqvist and Martin S. Sloth",1
7615,"Who are the authors of ""On the charm-squark interpretation of the HERA events""?
These people are authors: Kari Enqvist and Martin S. Sloth",0
7616,"Who are the authors of ""Vector, Axial, Tensor and Pseudoscalar Vacuum Susceptibilities""?
These people are authors: Leonard S. Kisslinger (Carnegie Mellon University)",1
7617,"Who are the authors of ""Vector, Axial, Tensor and Pseudoscalar Vacuum Susceptibilities""?
These people are not authors: Leonard S. Kisslinger (Carnegie Mellon University)",0
7618,"Who are the authors of ""Vector, Axial, Tensor and Pseudoscalar Vacuum Susceptibilities""?
These people are not authors: R.F. Sobreiro, S.P. Sorella, D. Dudal, H. Verschelde",1
7619,"Who are the authors of ""Vector, Axial, Tensor and Pseudoscalar Vacuum Susceptibilities""?
These people are authors: R.F. Sobreiro, S.P. Sorella, D. Dudal, H. Verschelde",0
7620,"Who are the authors of ""Non-Baryonic Dark Matter -- A Theoretical Perspective""?
These people are authors: Leszek Roszkowski",1
7621,"Who are the authors of ""Non-Baryonic Dark Matter -- A Theoretical Perspective""?
These people are not authors: Leszek Roszkowski",0
7622,"Who are the authors of ""Non-Baryonic Dark Matter -- A Theoretical Perspective""?
These people are not authors: Naoki Sasakura (YITP, Kyoto Univ.)",1
7623,"Who are the authors of ""Non-Baryonic Dark Matter -- A Theoretical Perspective""?
These people are authors: Naoki Sasakura (YITP, Kyoto Univ.)",0
7624,"Who are the authors of ""Rescattering and electroweak penguin effects in determinations of the weak phase $\gamma$""?
These people are authors: Dan Pirjol",1
7625,"Who are the authors of ""Rescattering and electroweak penguin effects in determinations of the weak phase $\gamma$""?
These people are not authors: Dan Pirjol",0
7626,"Who are the authors of ""Rescattering and electroweak penguin effects in determinations of the weak phase $\gamma$""?
These people are not authors: Nelia Mann and Joseph Polchinski",1
7627,"Who are the authors of ""Rescattering and electroweak penguin effects in determinations of the weak phase $\gamma$""?
These people are authors: Nelia Mann and Joseph Polchinski",0
7628,"Who are the authors of ""A Quark Model Calculation of gamma gamma to pi pi Including Final State Interactions""?
These people are authors: H.G. Blundell, S. Godfrey, G. Hay (Carleton Univ.), E.S. Swanson (NCSU)",1
7629,"Who are the authors of ""A Quark Model Calculation of gamma gamma to pi pi Including Final State Interactions""?
These people are not authors: H.G. Blundell, S. Godfrey, G. Hay (Carleton Univ.), E.S. Swanson (NCSU)",0
7630,"Who are the authors of ""A Quark Model Calculation of gamma gamma to pi pi Including Final State Interactions""?
These people are not authors: A.V.Belitsky, S.E.Derkachov, G.P.Korchemsky, A.N.Manashov",1
7631,"Who are the authors of ""A Quark Model Calculation of gamma gamma to pi pi Including Final State Interactions""?
These people are authors: A.V.Belitsky, S.E.Derkachov, G.P.Korchemsky, A.N.Manashov",0
7632,"Who are the authors of ""Mass zeros in the one-loop effective actions of QED in 1+1 and 3+1 dimensions""?
These people are authors: M.P.Fry",1
7633,"Who are the authors of ""Mass zeros in the one-loop effective actions of QED in 1+1 and 3+1 dimensions""?
These people are not authors: M.P.Fry",0
7634,"Who are the authors of ""Mass zeros in the one-loop effective actions of QED in 1+1 and 3+1 dimensions""?
These people are not authors: V. Rivasseau, F. Vignes-Tourneret, R. Wulkenhaar",1
7635,"Who are the authors of ""Mass zeros in the one-loop effective actions of QED in 1+1 and 3+1 dimensions""?
These people are authors: V. Rivasseau, F. Vignes-Tourneret, R. Wulkenhaar",0
7636,"Who are the authors of ""Black Hole entropy by the brick wall method in four and five dimensions with U(1) charges""?
These people are authors: Elcio Abdalla and L. Alejandro Correa-Borbonet",1
7637,"Who are the authors of ""Black Hole entropy by the brick wall method in four and five dimensions with U(1) charges""?
These people are not authors: Elcio Abdalla and L. Alejandro Correa-Borbonet",0
7638,"Who are the authors of ""Black Hole entropy by the brick wall method in four and five dimensions with U(1) charges""?
These people are not authors: G.Savvidy",1
7639,"Who are the authors of ""Black Hole entropy by the brick wall method in four and five dimensions with U(1) charges""?
These people are authors: G.Savvidy",0
7640,"Who are the authors of ""Scalar gravitational waves and Einstein frame""?
These people are authors: S. Bellucci, V. Faraoni, D. Babusci",1
7641,"Who are the authors of ""Scalar gravitational waves and Einstein frame""?
These people are not authors: S. Bellucci, V. Faraoni, D. Babusci",0
7642,"Who are the authors of ""Scalar gravitational waves and Einstein frame""?
These people are not authors: Zhi-Guang Xiao, Chuan-Jie Zhu",1
7643,"Who are the authors of ""Scalar gravitational waves and Einstein frame""?
These people are authors: Zhi-Guang Xiao, Chuan-Jie Zhu",0
7644,"Who are the authors of ""Topological defects as inhomogeneous condensates in Quantum Field Theory: Kinks in (1+1) dimensional $\la \psi^4$ theory""?
These people are authors: Massimo Blasone and Petr Jizba",1
7645,"Who are the authors of ""Topological defects as inhomogeneous condensates in Quantum Field Theory: Kinks in (1+1) dimensional $\la \psi^4$ theory""?
These people are not authors: Massimo Blasone and Petr Jizba",0
7646,"Who are the authors of ""Topological defects as inhomogeneous condensates in Quantum Field Theory: Kinks in (1+1) dimensional $\la \psi^4$ theory""?
These people are not authors: Dan-Radu Grigore",1
7647,"Who are the authors of ""Topological defects as inhomogeneous condensates in Quantum Field Theory: Kinks in (1+1) dimensional $\la \psi^4$ theory""?
These people are authors: Dan-Radu Grigore",0
7648,"Who are the authors of ""Hamiltonian Frenet-Serret dynamics""?
These people are authors: Riccardo Capovilla, Jemal Guven and Efrain Rojas",1
7649,"Who are the authors of ""Hamiltonian Frenet-Serret dynamics""?
These people are not authors: Riccardo Capovilla, Jemal Guven and Efrain Rojas",0
7650,"Who are the authors of ""Hamiltonian Frenet-Serret dynamics""?
These people are not authors: Jaume Gomis",1
7651,"Who are the authors of ""Hamiltonian Frenet-Serret dynamics""?
These people are authors: Jaume Gomis",0
7652,"Who are the authors of ""G(2) Holonomy Spaces from Invariant Three-Forms""?
These people are authors: Andreas Brandhuber",1
7653,"Who are the authors of ""G(2) Holonomy Spaces from Invariant Three-Forms""?
These people are not authors: Andreas Brandhuber",0
7654,"Who are the authors of ""G(2) Holonomy Spaces from Invariant Three-Forms""?
These people are not authors: Martin B Einhorn",1
7655,"Who are the authors of ""G(2) Holonomy Spaces from Invariant Three-Forms""?
These people are authors: Martin B Einhorn",0
7656,"Who are the authors of ""D-branes on a Deformation of SU(2)""?
These people are authors: Stefan Forste",1
7657,"Who are the authors of ""D-branes on a Deformation of SU(2)""?
These people are not authors: Stefan Forste",0
7658,"Who are the authors of ""D-branes on a Deformation of SU(2)""?
These people are not authors: Rajan Murgan, Rafael I. Nepomechie and Chi Shi",1
7659,"Who are the authors of ""D-branes on a Deformation of SU(2)""?
These people are authors: Rajan Murgan, Rafael I. Nepomechie and Chi Shi",0
7660,"Who are the authors of ""On-brane data for braneworld stars""?
These people are authors: Matt Visser (Victoria University of Wellington), David L. Wiltshire (University of Canterbury)",1
7661,"Who are the authors of ""On-brane data for braneworld stars""?
These people are not authors: Matt Visser (Victoria University of Wellington), David L. Wiltshire (University of Canterbury)",0
7662,"Who are the authors of ""On-brane data for braneworld stars""?
These people are not authors: R. Casadio, C. Germani",1
7663,"Who are the authors of ""On-brane data for braneworld stars""?
These people are authors: R. Casadio, C. Germani",0
7664,"Who are the authors of ""Unified Theory of Fundamental Interactions""?
These people are authors: Ning Wu",1
7665,"Who are the authors of ""Unified Theory of Fundamental Interactions""?
These people are not authors: Ning Wu",0
7666,"Who are the authors of ""Unified Theory of Fundamental Interactions""?
These people are not authors: Diego M. Hofman and Juan Maldacena",1
7667,"Who are the authors of ""Unified Theory of Fundamental Interactions""?
These people are authors: Diego M. Hofman and Juan Maldacena",0
7668,"Who are the authors of ""On the Axioms of Topological Electromagnetism""?
These people are authors: D.H. Delphenich",1
7669,"Who are the authors of ""On the Axioms of Topological Electromagnetism""?
These people are not authors: D.H. Delphenich",0
7670,"Who are the authors of ""On the Axioms of Topological Electromagnetism""?
These people are not authors: H. Kroger, G. Melkonyan, F. Paradis, S.G. Rubin",1
7671,"Who are the authors of ""On the Axioms of Topological Electromagnetism""?
These people are authors: H. Kroger, G. Melkonyan, F. Paradis, S.G. Rubin",0
7672,"Who are the authors of ""Stringy Symmetries and Their High-energy Limits""?
These people are authors: Chuan-Tsung Chan, Jen-Chi Lee",1
7673,"Who are the authors of ""Stringy Symmetries and Their High-energy Limits""?
These people are not authors: Chuan-Tsung Chan, Jen-Chi Lee",0
7674,"Who are the authors of ""Stringy Symmetries and Their High-energy Limits""?
These people are not authors: Badis Ydri",1
7675,"Who are the authors of ""Stringy Symmetries and Their High-energy Limits""?
These people are authors: Badis Ydri",0
7676,"Who are the authors of ""On the properties of the transition matrix in bouncing cosmologies""?
These people are authors: Jerome Martin and Patrick Peter",1
7677,"Who are the authors of ""On the properties of the transition matrix in bouncing cosmologies""?
These people are not authors: Jerome Martin and Patrick Peter",0
7678,"Who are the authors of ""On the properties of the transition matrix in bouncing cosmologies""?
These people are not authors: N.A. Gromov",1
7679,"Who are the authors of ""On the properties of the transition matrix in bouncing cosmologies""?
These people are authors: N.A. Gromov",0
7680,"Who are the authors of ""On string backgrounds and (logarithmic) CFT""?
These people are authors: Jorgen Rasmussen",1
7681,"Who are the authors of ""On string backgrounds and (logarithmic) CFT""?
These people are not authors: Jorgen Rasmussen",0
7682,"Who are the authors of ""On string backgrounds and (logarithmic) CFT""?
These people are not authors: W.F. Kao",1
7683,"Who are the authors of ""On string backgrounds and (logarithmic) CFT""?
These people are authors: W.F. Kao",0
7684,"Who are the authors of ""An anthology of non-local QFT and QFT on noncommutative spacetime""?
These people are authors: Bert Schroer (CBPF, Rio de Janeiro)",1
7685,"Who are the authors of ""An anthology of non-local QFT and QFT on noncommutative spacetime""?
These people are not authors: Bert Schroer (CBPF, Rio de Janeiro)",0
7686,"Who are the authors of ""An anthology of non-local QFT and QFT on noncommutative spacetime""?
These people are not authors: Laura Andrianopoli, Riccardo D'Auria, Luca Sommovigo",1
7687,"Who are the authors of ""An anthology of non-local QFT and QFT on noncommutative spacetime""?
These people are authors: Laura Andrianopoli, Riccardo D'Auria, Luca Sommovigo",0
7688,"Who are the authors of ""A Field Theoretical Model in Noncommutative Minkowski Superspace""?
These people are authors: Vahagn Nazaryan and Carl E. Carlson",1
7689,"Who are the authors of ""A Field Theoretical Model in Noncommutative Minkowski Superspace""?
These people are not authors: Vahagn Nazaryan and Carl E. Carlson",0
7690,"Who are the authors of ""A Field Theoretical Model in Noncommutative Minkowski Superspace""?
These people are not authors: Michael R. Douglas",1
7691,"Who are the authors of ""A Field Theoretical Model in Noncommutative Minkowski Superspace""?
These people are authors: Michael R. Douglas",0
7692,"Who are the authors of ""Topological Symmetry of forms, N=1 Supersymmetry and S-duality on Special Manifolds""?
These people are authors: Laurent Baulieu, Alessandro Tanzini",1
7693,"Who are the authors of ""Topological Symmetry of forms, N=1 Supersymmetry and S-duality on Special Manifolds""?
These people are not authors: Laurent Baulieu, Alessandro Tanzini",0
7694,"Who are the authors of ""Topological Symmetry of forms, N=1 Supersymmetry and S-duality on Special Manifolds""?
These people are not authors: Koji Harada, Atsusi Okazaki, and Masa-aki Taniguchi",1
7695,"Who are the authors of ""Topological Symmetry of forms, N=1 Supersymmetry and S-duality on Special Manifolds""?
These people are authors: Koji Harada, Atsusi Okazaki, and Masa-aki Taniguchi",0
7696,"Who are the authors of ""Semiclassical strings in Lunin-Maldacena background""?
These people are authors: N.P. Bobev, H. Dimov and R.C. Rashkov",1
7697,"Who are the authors of ""Semiclassical strings in Lunin-Maldacena background""?
These people are not authors: N.P. Bobev, H. Dimov and R.C. Rashkov",0
7698,"Who are the authors of ""Semiclassical strings in Lunin-Maldacena background""?
These people are not authors: Vipul Periwal",1
7699,"Who are the authors of ""Semiclassical strings in Lunin-Maldacena background""?
These people are authors: Vipul Periwal",0
7700,"Who are the authors of ""Colorless operators in a non-associative quantum theory""?
These people are authors: Vladimir Dzhunushaliev",1
7701,"Who are the authors of ""Colorless operators in a non-associative quantum theory""?
These people are not authors: Vladimir Dzhunushaliev",0
7702,"Who are the authors of ""Colorless operators in a non-associative quantum theory""?
These people are not authors: Nobuyoshi Ohta and Takashi Shimizu",1
7703,"Who are the authors of ""Colorless operators in a non-associative quantum theory""?
These people are authors: Nobuyoshi Ohta and Takashi Shimizu",0
7704,"Who are the authors of ""Toric Geometry and String Theory""?
These people are authors: Vincent Bouchard",1
7705,"Who are the authors of ""Toric Geometry and String Theory""?
These people are not authors: Vincent Bouchard",0
7706,"Who are the authors of ""Toric Geometry and String Theory""?
These people are not authors: R.S. Dunne",1
7707,"Who are the authors of ""Toric Geometry and String Theory""?
These people are authors: R.S. Dunne",0
7708,"Who are the authors of ""Gauss-Bonnet gravity, brane world models, and non-minimal coupling""?
These people are authors: K. Farakos and P. Pasipoularides",1
7709,"Who are the authors of ""Gauss-Bonnet gravity, brane world models, and non-minimal coupling""?
These people are not authors: K. Farakos and P. Pasipoularides",0
